"","bio1","bio2","bio12","bio14","spp","method","rad","dist.t.cent","corr.surf"
"cents.220",458.591509786142,45.4831568093187,2716.49127416127,72.6406032623168,"spp.2","hard",0.5,110.573882405164,-0.428589467720689
"cents.221",221.856933638877,-15.6541051877533,3315.49984503553,70.7431432546656,"spp.2","hard",0.5,122.272976082334,-0.544382276598028
"cents.222",198.793616835322,52.7372675600449,-3813.32616244257,75.4959320934741,"spp.2","hard",0.5,360.918098372893,-0.648191274971577
"cents.223",257.279182166205,42.2463393202702,1874.24750214442,-43.5552240165267,"spp.2","hard",0.5,302.482277812891,0.520520971743471
"cents.224",201.162207252497,79.9046857898752,-2046.16129203702,59.3628638899445,"spp.2","hard",0.5,162.685687413905,0.886079475152069
"cents.225",184.230822081154,52.8804780149464,2349.85839140914,90.6115151044306,"spp.2","pois",0,35.2907109381177,0.904737370099533
"cents.2110",244.122298468126,57.5682680237904,2295.93986739579,-110.47072577389,"spp.2","pois",0,558.59200184574,0.893807721520314
"cents.226",1.90255807643047,117.446099104823,1658.21487538931,-3.78419496104093,"spp.2","pois",0,193.502954479098,0.893039437007279
"cents.231",251.41318208738,78.980943950813,1586.01660295873,45.7624005211286,"spp.2","pois",0,70.7875809597093,0.890435277732089
"cents.241",260.557515747346,37.9226908813858,1741.22244293899,39.8912244560954,"spp.2","pois",0,99.1326801768079,0.87823228814458
"cents.251",178.176347901285,55.0027093823289,2111.96871794661,-344.540317255002,"spp.2","pois",0.125,2020.71314515597,0.852634180641761
"cents.261",217.694122942541,56.6718947065351,2472.65434898094,-47.7892722447574,"spp.2","pois",0.125,332.742380623755,0.903952684081603
"cents.271",177.093139000639,159.900919027871,2423.21707729338,25.9553951764034,"spp.2","pois",0.125,135.499990426715,0.8730777656066
"cents.281",200.044698603038,79.8958834424431,1973.47083392957,27.0330762806518,"spp.2","pois",0.125,108.198216965853,0.859546994836031
"cents.291",229.239532285949,103.545597348093,1725.96316305151,43.9118273148058,"spp.2","pois",0.125,71.6533968907451,0.872208694551119
"cents.2101",264.663219233324,53.6302014516995,2158.62953664251,0.134378122868345,"spp.2","pois",0.25,181.420213427255,0.768894014812804
"cents.2111",154.519146813385,60.8852416546111,2335.77584036894,115.142821349704,"spp.2","pois",0.25,17.8627491331344,0.700710886008325
"cents.2121",266.538048018598,77.2113368852124,15150.4993539304,139.21684016437,"spp.2","pois",0.25,1853.10178915301,0.872783393380996
"cents.2131",191.267359331835,89.8097155107435,2678.58951014424,35.1205604276352,"spp.2","pois",0.25,114.362840562001,0.908748761911591
"cents.2141",200.519789635353,48.0059504461107,2778.5699792573,60.4418987564164,"spp.2","pois",0.25,84.0041928059904,0.911451087658729
"cents.2151",210.570658480352,57.9795968708683,2377.31314109189,-245.541208033955,"spp.2","pois",0.375,1304.17790150013,-0.274667849941035
"cents.2161",179.300183041172,59.546354076411,2282.40638435771,92.2163731562134,"spp.2","pois",0.375,31.0622913218164,-0.212230045766914
"cents.2171",209.89697501517,63.859542529372,2024.21688455952,119.514004285994,"spp.2","pois",0.375,6.54425252987783,0.439989620558125
"cents.2181",205.610951800978,90.3942588087249,1061.56685657366,-71.4747079788303,"spp.2","pois",0.375,328.903697457137,0.861558367468799
"cents.2191",194.345277343605,74.6800266533867,974.115860947355,43.1367704539434,"spp.2","pois",0.375,72.6884442794438,0.864566045957118
"cents.2201",-2393.60495615985,33.8274727853,2776.90984292051,70.0102646219134,"spp.2","pois",0.5,9238.71439311584,-0.462785436767221
"cents.2211",283.399601734403,44.1255252957992,2877.89340014202,73.6332002135825,"spp.2","pois",0.5,63.6442364835056,-0.558845510231653
"cents.2221",207.993292029056,52.3688266581044,2631.80185572351,91.0052796365255,"spp.2","pois",0.5,36.4133995991242,-0.678157420087272
"cents.2231",239.137250061816,47.2202699051897,1675.11235985248,913.262653820098,"spp.2","pois",0.5,4941.12915096016,-0.0134024751134323
"cents.2241",172.399116078128,89.2995574376107,3228.13628404589,-1757.73164996838,"spp.2","pois",0.5,30448.4926835739,0.908286593830694
"ellip.cents.2",238.578745440524,65.4744198958936,1693.70816205899,33.5078617312512,"spp.2","ellip",0,95.3813516154489,0.57002158295089
"ellip.cents.21",232.942199521686,68.1345902160366,1673.65845345781,32.0583047572694,"spp.2","ellip",0,96.5129574267657,0.512773069051252
"ellip.cents.22",229.680949298813,74.1617799352751,1450.61520496224,24.9905663430421,"spp.2","ellip",0,103.38484385929,0.558569610599984
"ellip.cents.23",227.781935483871,75.9974193548387,1462.56258064516,23.2374193548387,"spp.2","ellip",0,105.939462939102,0.526517734968629
"ellip.cents.24",230.873333333333,89.5716666666667,1164.185,2.80666666666667,"spp.2","ellip",0,135.753253256715,0.493452892263556
"ellip.cents.25",235.867575400534,67.4848180565723,1639.68850432649,29.5323454154881,"spp.2","ellip",0.125,100.741342209955,0.471116375891587
"ellip.cents.26",232.641240598804,68.1809270747926,1626.39003080953,28.5079387932329,"spp.2","ellip",0.125,102.088952831074,0.468694959463438
"ellip.cents.27",238.647734223439,69.45460458747,1669.93233976188,30.6978801019438,"spp.2","ellip",0.125,98.3431904864056,0.455070034030714
"ellip.cents.28",214.482790697674,83.4092107924006,1127.98060348039,15.2746697887286,"spp.2","ellip",0.125,113.277557030942,0.512234591054804
"ellip.cents.29",201.11,95.535,1056.855,4.255,"spp.2","ellip",0.125,128.304119770615,0.500288485253898
"ellip.cents.210",234.591132760778,67.1466547522676,1647.96589668054,30.0739767145172,"spp.2","ellip",0.25,100.046286031654,0.349291583470713
"ellip.cents.211",238.993349328637,66.0367846003992,1693.55684887936,33.2722726336956,"spp.2","ellip",0.25,95.5564497617952,0.25307073867039
"ellip.cents.212",236.60375199362,69.0185765550239,1723.92810007974,33.8350724348751,"spp.2","ellip",0.25,93.8511329947153,0.447372303220112
"ellip.cents.213",222.803362421892,74.488102289867,1462.80726877697,25.031041474865,"spp.2","ellip",0.25,103.354656864698,0.558764092032173
"ellip.cents.214",190.906666666667,97.1111111111111,1350.73777777778,21.4577777777778,"spp.2","ellip",0.25,100.166159152924,0.5204656920413
"ellip.cents.215",234.057104922633,67.0457579580348,1680.83789067578,31.2142188367188,"spp.2","ellip",0.375,98.5606471221528,-0.134489248773058
"ellip.cents.216",239.495878401712,65.8810464019449,1665.527537564,31.2315553626602,"spp.2","ellip",0.375,98.7942899767294,-0.190886941335695
"ellip.cents.217",233.182485118609,67.7329329721082,1666.74227897275,32.2754442011889,"spp.2","ellip",0.375,96.1963626040107,0.114800163336057
"ellip.cents.218",231.413890187268,68.9921298782671,1690.6843127655,37.1968172983479,"spp.2","ellip",0.375,87.6405561827986,0.434938745511067
"ellip.cents.219",216.085714285714,89.8568253968254,966.120634920635,4.04285714285714,"spp.2","ellip",0.375,130.144536076424,0.491781278853123
"ellip.cents.220",232.957046198106,66.3156758014921,1710.20451889434,32.5573124986223,"spp.2","ellip",0.5,96.961195848798,-0.292242386617832
"ellip.cents.221",237.287657884038,65.5598894918987,1686.51478727305,32.5714157979035,"spp.2","ellip",0.5,96.8757641033009,-0.52482096468361
"ellip.cents.222",235.746728173177,66.4641054739653,1739.28326826082,34.5865604852053,"spp.2","ellip",0.5,93.7901707218785,-0.622890510427517
"ellip.cents.223",240.109225147149,64.8786623702253,1676.18116866005,32.5448980299539,"spp.2","ellip",0.5,97.0659553898685,-0.0540659625554635
"ellip.cents.224",240.688241758242,67.3772161172161,1811.04417582418,41.6882783882784,"spp.2","ellip",0.5,82.6778885507714,0.505543249052346
