"Corr.surf","Dist.true.cent","Normal","Log.norm","Beta","Gamma","approach"
0.950758058320426,0.186795394041079,0,0,1,2,"Ellipses"
0.882576789681088,0.277767877726475,0,0,1,2,"Ellipses"
0.936699729035505,0.102974619385288,2,1,0,0,"Ellipses"
0.652438069343942,35.5439417423212,1,1,0,1,"Ellipses"
0.91579380547392,0.212446826152074,1,1,0,1,"Ellipses"
0.971482985488492,0.00999501218380431,2,1,0,0,"Ellipses"
0.737235532310498,1.21469326325138,1,0,1,1,"Ellipses"
0.875735783548777,0.264456334742571,2,0,1,0,"Ellipses"
0.959862234044771,0.0375281831877596,2,0,0,1,"Ellipses"
0.911121720003121,0.308876185188776,0,1,1,1,"Ellipses"
0.955556006566455,0.0507578105057342,1,1,1,0,"Ellipses"
0.964540472883225,0.0334906953631777,2,0,1,0,"Ellipses"
0.968916218313015,0.0187589171805646,3,0,0,0,"Ellipses"
0.940153716029522,0.0995958623516533,2,0,1,0,"Ellipses"
0.881689355942572,0.510252802930608,0,2,0,1,"Ellipses"
0.961774706662681,0.0232768356019764,1,1,0,1,"Ellipses"
0.868500645251395,0.385168102460707,0,2,0,1,"Ellipses"
0.958441523239367,0.042793074059206,3,0,0,0,"Ellipses"
0.942371012284445,0.0697488819635499,1,0,1,1,"Ellipses"
0.973268995473008,0.0111810944310804,3,0,0,0,"Ellipses"
0.885242200214244,0.310937968126351,1,0,0,2,"Ellipses"
0.723177620602838,1.00269918446458,1,0,1,1,"Ellipses"
0.933739716025575,0.150423268524084,1,0,1,1,"Ellipses"
0.943787249415777,0.09232449528668,2,1,0,0,"Ellipses"
0.961092093343207,0.0341888042556861,2,0,1,0,"Ellipses"
0.972698436682454,0.0193137482560422,2,0,1,0,"Ellipses"
0.951729222538739,0.0342657407606948,2,0,0,1,"Ellipses"
0.911612036125266,0.156684382688577,2,0,1,0,"Ellipses"
0.962515320911364,0.035652858255691,2,1,0,0,"Ellipses"
0.959424087167039,0.0963836795595854,2,1,0,0,"Ellipses"
0.956234896814031,0.0495458722065495,2,1,0,0,"Ellipses"
0.883652989053809,0.288350748098568,2,0,0,1,"Ellipses"
0.832262481863853,0.521817981625539,2,0,0,1,"Ellipses"
0.968901162129877,0.0231013060965145,2,1,0,0,"Ellipses"
0.95674772573126,0.0506790062157579,2,0,0,1,"Ellipses"
0.954100664828318,0.0998381167734378,1,1,1,0,"Ellipses"
0.944863721090608,0.0729262887713261,1,0,1,1,"Ellipses"
0.947013580414069,0.218800328382557,1,0,0,2,"Ellipses"
0.85677915387118,0.701961745963374,1,0,1,1,"Ellipses"
0.940505450127471,0.0677149466269803,0,1,1,1,"Ellipses"
0.907056105816223,0.239685725392063,1,1,1,0,"Ellipses"
0.955152905973455,0.0444720283261458,2,0,1,0,"Ellipses"
0.953000459715552,0.0536430617077807,2,0,1,0,"Ellipses"
0.965279866903929,0.0565137570487079,1,1,1,0,"Ellipses"
0.882080235917893,0.374458566244717,1,0,1,1,"Ellipses"
0.936733972680574,0.0907963585944493,0,2,1,0,"Ellipses"
0.903800914400796,0.388000261313211,1,0,1,1,"Ellipses"
0.929512683072661,0.159536527054488,0,2,1,0,"Ellipses"
0.964060878316841,0.0314301525688515,1,0,1,1,"Ellipses"
0.636480094598434,2.14787422023317,2,0,0,1,"Ellipses"
0.954937639304073,0.0308681115986947,1,1,1,0,"Ellipses"
0.911356559572801,0.173388081196153,0,0,2,1,"Ellipses"
0.958825775245936,0.0394454258877445,1,0,1,1,"Ellipses"
0.979394019359222,0.0131794529364806,3,0,0,0,"Ellipses"
0.929437153958936,0.223553087044961,1,1,1,0,"Ellipses"
0.979048427811928,0.0115547096588701,0,0,1,2,"Ellipses"
0.946615012526209,0.0783426504938859,2,1,0,0,"Ellipses"
0.910345618507597,0.273415962460118,1,2,0,0,"Ellipses"
0.857093356527061,0.438895636129915,2,1,0,0,"Ellipses"
0.87771861203853,0.370238774468309,0,2,1,0,"Ellipses"
0.959978077741051,0.0920273459545192,1,1,0,1,"Ellipses"
0.938268112401096,0.200504738322263,1,0,1,1,"Ellipses"
0.916244822533142,0.338087015543132,0,1,1,1,"Ellipses"
0.92187057664085,0.165548078404502,0,3,0,0,"Ellipses"
0.912146689465359,0.280274217231807,1,0,1,1,"Ellipses"
0.943935249847885,0.0917325380638404,1,1,1,0,"Ellipses"
0.957325324379122,0.0212741370518599,0,2,1,0,"Ellipses"
0.877305320124556,0.419376081541094,0,1,1,1,"Ellipses"
0.897782356524858,0.289883533731307,1,1,1,0,"Ellipses"
0.882320584617468,0.428388180969252,2,0,0,1,"Ellipses"
0.947157516875319,0.186538525066173,2,0,0,1,"Ellipses"
0.957510382775578,0.0468987127317407,1,0,2,0,"Ellipses"
0.948500489766811,0.0461555787485847,1,1,1,0,"Ellipses"
0.938186274033619,0.153411786230744,0,1,1,1,"Ellipses"
0.936029239744169,0.109174647899027,0,0,1,2,"Ellipses"
0.921856617711147,0.14212588809258,0,2,0,1,"Ellipses"
0.940885322084366,0.0902418039674756,1,1,1,0,"Ellipses"
0.977790901082334,0.0076577120565307,2,0,0,1,"Ellipses"
0.889047203076986,0.302055848058575,2,1,0,0,"Ellipses"
0.9737136377572,0.0114147083925387,2,0,0,1,"Ellipses"
0.933825162358964,0.1090517908817,2,0,0,1,"Ellipses"
0.943549489386111,0.0768720687426333,2,0,1,0,"Ellipses"
0.92714180293323,0.202914153604826,0,1,1,1,"Ellipses"
0.872487451607637,0.437957732428729,0,2,1,0,"Ellipses"
0.933219493973461,0.133169546836101,2,1,0,0,"Ellipses"
0.892827683129472,0.38530831765113,2,0,0,1,"Ellipses"
0.952153845936527,0.0330368373741702,2,1,0,0,"Ellipses"
0.891194492426246,0.256857606077525,1,0,0,2,"Ellipses"
0.952613656147677,0.037681034186619,1,0,2,0,"Ellipses"
0.827492360298753,0.570919892961578,0,1,1,1,"Ellipses"
0.976612324793674,0.0119633429116155,2,0,1,0,"Ellipses"
0.641892907347269,43.6462793183226,1,0,1,1,"Ellipses"
0.905627584401699,0.244148671939792,1,1,1,0,"Ellipses"
0.948575267989094,0.0839673196026329,1,1,0,1,"Ellipses"
0.956433886864225,0.00584989743422349,1,1,0,1,"Ellipses"
0.954026809073238,0.0180713622495359,3,0,0,0,"Ellipses"
0.945498882689478,0.12293230467704,2,1,0,0,"Ellipses"
0.916529377992409,0.16466315208919,2,0,1,0,"Ellipses"
0.929267976261282,0.0935140489436899,1,0,0,2,"Ellipses"
0.921493146603578,0.13673031380458,2,0,0,1,"Ellipses"
0.885943825422934,0.465385438985168,0,0,2,1,"Ellipses"
0.935418676986506,0.0522170421606419,2,0,1,0,"Ellipses"
0.83486451537836,0.633406599955354,0,2,1,0,"Ellipses"
0.875512794594418,0.47873676021279,0,1,2,0,"Ellipses"
0.955385003841283,0.0646618989719417,0,0,2,1,"Ellipses"
0.927994606053914,0.20887352836476,1,0,1,1,"Ellipses"
0.875019443284057,0.340759932462271,0,1,2,0,"Ellipses"
0.528019747309165,3.30049795420611,1,1,0,1,"Ellipses"
0.903847155270709,0.476747683812189,0,1,1,1,"Ellipses"
0.943865392593824,0.0878387093444362,1,1,1,0,"Ellipses"
0.954547480697245,0.0282443616154912,0,1,1,1,"Ellipses"
0.941191652461852,0.107516173406961,2,0,1,0,"Ellipses"
0.921738051858703,0.274342504009897,2,0,0,1,"Ellipses"
0.968295228736451,0.00783863793964419,2,0,0,1,"Ellipses"
0.92566901445576,0.212707461965284,1,1,1,0,"Ellipses"
0.925940891237556,0.114890764600664,0,1,1,1,"Ellipses"
0.944601786509057,0.124873538840286,1,0,1,1,"Ellipses"
0.934574392892356,0.130465616357176,1,0,2,0,"Ellipses"
0.907483239503944,0.256412134621931,1,0,1,1,"Ellipses"
0.890929320986543,0.424087249784873,1,1,0,1,"Ellipses"
0.828234078660802,0.816282915649705,0,1,1,1,"Ellipses"
0.949267747001704,0.0788974694325345,1,1,0,1,"Ellipses"
0.901335835043973,0.359799314701358,1,0,2,0,"Ellipses"
0.968498974237129,0.0213917072750663,1,0,0,2,"Ellipses"
0.896483763375294,0.18300817334972,1,0,2,0,"Ellipses"
0.963930403474709,0.0440132505785815,2,0,1,0,"Ellipses"
0.922358206625292,0.141477836981163,0,1,2,0,"Ellipses"
0.903067406027289,0.209651795769343,0,0,3,0,"Ellipses"
0.968911049335219,0.0105740211802503,0,1,0,2,"Ellipses"
0.928422577504,0.123659198576899,1,1,1,0,"Ellipses"
0.955144790399143,0.186026469366815,1,0,1,1,"Ellipses"
0.946959293785721,0.0678771515039997,0,1,1,1,"Ellipses"
0.930398923111421,0.213667473109744,1,1,1,0,"Ellipses"
0.924412261241757,0.170514045844872,1,2,0,0,"Ellipses"
0.635899416740958,3.23913195360136,2,0,0,1,"Ellipses"
0.938410585464542,0.129234662662822,2,0,1,0,"Ellipses"
0.960374572312388,0.00451674211123028,2,0,0,1,"Ellipses"
0.929055334976106,0.176783333780994,1,1,1,0,"Ellipses"
0.962168210156105,0.0228796860593974,1,1,0,1,"Ellipses"
0.941422062573187,0.0790646076334686,2,1,0,0,"Ellipses"
0.927903435440007,0.13157718024495,1,1,1,0,"Ellipses"
0.946588817478545,0.049076200189773,1,2,0,0,"Ellipses"
0.877985373717737,0.350219356632605,1,1,1,0,"Ellipses"
0.963543834237168,0.135536602894049,2,0,1,0,"Ellipses"
0.92253118751158,0.192755661580987,0,0,0,3,"Ellipses"
0.951822429670242,0.044654374766397,2,0,1,0,"Ellipses"
0.830776183023223,0.877056357441311,0,1,1,1,"Ellipses"
0.975084352601994,0.0231871990439859,3,0,0,0,"Ellipses"
0.964538338803301,0.0342626766379354,2,0,1,0,"Ellipses"
0.918106265087011,0.340466268677025,1,1,0,1,"Ellipses"
0.941489473142069,0.108565957024719,1,1,0,1,"Ellipses"
0.95529606860201,0.0471424503956077,0,2,1,0,"Ellipses"
0.975395506232105,0.00680899416869294,2,0,0,1,"Ellipses"
0.926888666698276,0.189273485802201,2,0,0,1,"Ellipses"
0.94798325471751,0.0579928419575496,0,1,0,2,"Ellipses"
0.929916146876171,0.0913736323070428,0,2,1,0,"Ellipses"
0.971984612470216,0.0249931465110725,3,0,0,0,"Ellipses"
0.887198907895167,0.19671825576073,2,0,0,1,"Ellipses"
0.948550537050575,0.077837866231367,2,1,0,0,"Ellipses"
0.965024722718312,0.0114554605942025,1,0,1,1,"Ellipses"
0.952048370528859,0.0762849947104633,1,1,1,0,"Ellipses"
0.921159438723388,0.137294287439929,1,1,1,0,"Ellipses"
0.95110069061016,0.0529044534399864,1,1,1,0,"Ellipses"
0.955587196228034,0.0384150740760204,1,1,1,0,"Ellipses"
0.957263127769822,0.055141905139413,2,0,0,1,"Ellipses"
0.926669350750796,0.129159118305128,1,1,1,0,"Ellipses"
0.816677549874596,0.8452505340989,0,1,1,1,"Ellipses"
0.968975988514506,0.037281432634845,2,0,0,1,"Ellipses"
0.912390950228695,0.192404996571969,2,0,1,0,"Ellipses"
0.950701725687558,0.0750747114807561,1,1,0,1,"Ellipses"
0.936949579741156,0.0774556443326509,2,1,0,0,"Ellipses"
0.939708404574175,0.124732557717869,2,1,0,0,"Ellipses"
0.958118141289181,0.0482899262590139,0,1,1,1,"Ellipses"
0.938863169439901,0.0848982834944714,1,1,1,0,"Ellipses"
0.944102221490186,0.14644255353135,1,2,0,0,"Ellipses"
0.938617078571171,0.0779100414399512,1,1,1,0,"Ellipses"
0.955081514975082,0.0350287775429093,2,0,1,0,"Ellipses"
0.924394061688025,0.131315106195955,0,1,1,1,"Ellipses"
0.664485552510801,71.2314480115081,2,1,0,0,"Ellipses"
0.978683003678883,0.0150531495649,2,0,0,1,"Ellipses"
0.923782994681561,0.170633050592187,2,1,0,0,"Ellipses"
0.957259216611925,0.0467645069884998,2,0,1,0,"Ellipses"
0.973904977137402,0.0173531819248216,1,0,1,1,"Ellipses"
0.936948507463403,0.240873783931945,1,1,0,1,"Ellipses"
0.882935582788612,0.45781146014479,0,1,0,2,"Ellipses"
0.854056590754953,0.496573936911353,1,0,0,2,"Ellipses"
0.937407110236516,0.224111919535561,0,1,0,2,"Ellipses"
0.935974914296305,0.117439419301004,1,1,1,0,"Ellipses"
0.87971685673994,0.384405679187849,1,2,0,0,"Ellipses"
0.929906876568928,0.112173234788978,0,0,0,3,"Ellipses"
0.816479208430101,0.622314913325353,2,0,0,1,"Ellipses"
0.935195040476895,0.126982187299043,0,2,1,0,"Ellipses"
0.970949939752654,0.00892937375226971,3,0,0,0,"Ellipses"
0.932195285804708,0.279847881700818,0,0,3,0,"Ellipses"
0.948967976968956,0.164528488370217,0,2,1,0,"Ellipses"
0.95189625109491,0.0594638822573915,2,0,0,1,"Ellipses"
0.947956656367905,0.058802222021454,2,0,0,1,"Ellipses"
0.921555112885247,0.141256315331837,1,1,1,0,"Ellipses"
0.900620073275349,0.183893336484017,1,0,1,1,"Ellipses"
0.515999316370578,3.94591661992486,0,0,2,1,"Ellipses"
0.915676205653896,0.299451742685765,1,0,1,1,"Ellipses"
0.927761209040873,0.183506814563655,2,0,0,1,"Ellipses"
0.926376704551825,0.186958498725117,1,2,0,0,"Ellipses"
0.955491929339794,0.0454163336509107,1,1,1,0,"Ellipses"
0.924261730201128,0.250859610737898,1,1,0,1,"Ellipses"
0.885529169368582,0.376714661170119,2,0,0,1,"Ellipses"
0.913274853346612,0.20489513167126,0,3,0,0,"Ellipses"
0.945619212856466,0.0617869545505671,0,0,1,2,"Ellipses"
0.935537642524396,0.146068366926626,1,0,1,1,"Ellipses"
0.901716439741352,0.337202348998761,0,0,1,2,"Ellipses"
0.940710344083551,0.187207493669462,1,0,2,0,"Ellipses"
0.929681627831184,0.104716533803458,0,1,0,2,"Ellipses"
0.602724082486756,2.02546007140355,1,1,1,0,"Ellipses"
0.92649825729215,0.123509006688855,1,1,1,0,"Ellipses"
0.864000251192892,0.502877174722393,1,0,1,1,"Ellipses"
0.94651176113901,0.172765397596335,1,1,1,0,"Ellipses"
0.955847459009135,0.0635768607707441,3,0,0,0,"Ellipses"
0.969419214129209,0.00766866621718059,2,0,0,1,"Ellipses"
0.946172323582383,0.0926835790318337,0,2,0,1,"Ellipses"
0.927583904329307,0.380687036380917,0,1,0,2,"Ellipses"
0.973282291163549,0.0165595266277063,1,0,2,0,"Ellipses"
0.909305773653652,0.176687920090479,0,3,0,0,"Ellipses"
0.945155803702786,0.054052891098376,1,1,0,1,"Ellipses"
0.976948891048623,0.00155689434127954,2,0,0,1,"Ellipses"
0.919137983908887,0.144091360723636,1,1,1,0,"Ellipses"
0.915148433333386,0.344395263077952,0,0,2,1,"Ellipses"
0.950122144381359,0.0703822997073415,2,0,1,0,"Ellipses"
0.959025685101724,0.0556521827645437,2,0,0,1,"Ellipses"
0.905911107476417,0.517163430287501,1,0,0,2,"Ellipses"
0.933595179917358,0.140654583957588,0,1,1,1,"Ellipses"
0.950202131910702,0.0526937064792536,1,0,1,1,"Ellipses"
0.947245281902328,0.175580178570994,2,0,0,1,"Ellipses"
0.945834057107688,0.0518668893029803,1,1,0,1,"Ellipses"
0.947620949050933,0.0871841309538216,2,1,0,0,"Ellipses"
0.894170242003577,0.332453243322067,2,0,1,0,"Ellipses"
0.975148940630068,0.0117501035259938,1,0,1,1,"Ellipses"
0.977042808940882,0.0302369524626424,3,0,0,0,"Ellipses"
0.88621191053311,0.260618412340054,2,1,0,0,"Ellipses"
0.948219722250289,0.0689436896071025,3,0,0,0,"Ellipses"
0.915236242719736,0.206754719439693,2,0,1,0,"Ellipses"
0.967236053526392,0.0182528075392421,3,0,0,0,"Ellipses"
0.96091238774465,0.0538199970498906,2,1,0,0,"Ellipses"
0.928524166870345,0.13972667278093,2,1,0,0,"Ellipses"
0.930362475226715,0.10547318867974,1,1,0,1,"Ellipses"
0.877181227938282,0.271610896893753,0,0,3,0,"Ellipses"
0.867672571967354,0.353388698216362,0,1,2,0,"Ellipses"
0.964916945125703,0.01335791802175,3,0,0,0,"Ellipses"
0.923218600283311,0.141608410796951,0,2,1,0,"Ellipses"
0.853496670002476,0.566735799355431,1,0,2,0,"Ellipses"
0.867491940811988,0.673483950050486,1,0,1,1,"Ellipses"
0.968703280518563,0.0170222309278726,1,0,2,0,"Ellipses"
0.278726373479026,6.79173028067776,1,0,0,2,"Ellipses"
0.884662672289901,0.468765718096641,0,1,1,1,"Ellipses"
0.959790539937444,0.0304967785290534,3,0,0,0,"Ellipses"
0.930719237167031,0.114350681785947,2,1,0,0,"Ellipses"
0.947208529172377,0.215412778133966,2,0,0,1,"Ellipses"
0.942697034793734,0.0786946113901898,1,0,2,0,"Ellipses"
0.94886845694671,0.0741053072702367,0,2,1,0,"Ellipses"
0.624903890936087,1.86143235266947,1,1,0,1,"Ellipses"
0.946250727537073,0.075406048761681,1,1,0,1,"Ellipses"
0.887113658682476,0.410129225514382,1,0,1,1,"Ellipses"
0.965041907272325,0.0240757820602022,1,0,1,1,"Ellipses"
0.874550474104913,0.529986708860155,0,1,0,2,"Ellipses"
0.708503316177167,1.13236466317238,1,0,1,1,"Ellipses"
0.876674884519526,0.441895739348872,2,0,0,1,"Ellipses"
0.847356858374151,0.624876295387651,1,1,0,1,"Ellipses"
0.859779819456966,0.533362341698841,1,1,1,0,"Ellipses"
0.974370843016015,0.0214513920027325,2,0,1,0,"Ellipses"
0.953932180649897,0.149214851033336,1,1,0,1,"Ellipses"
0.920938490974301,0.12703916933327,1,0,2,0,"Ellipses"
0.948672253948486,0.0631805098046551,1,0,0,2,"Ellipses"
0.962800259922758,0.0629654864792779,1,2,0,0,"Ellipses"
0.926275661375125,0.29436977097597,2,0,1,0,"Ellipses"
0.930623170343619,0.126095641784586,2,1,0,0,"Ellipses"
0.943218005654329,0.0649084324344836,1,1,0,1,"Ellipses"
0.952697189585475,0.0505211411179884,3,0,0,0,"Ellipses"
0.915841865320794,0.319537725551492,1,0,1,1,"Ellipses"
0.946906529768461,0.0647502390141983,1,0,1,1,"Ellipses"
0.972030810204387,0.0275758052139988,2,0,0,1,"Ellipses"
0.909326079513201,0.370218061337191,0,1,1,1,"Ellipses"
0.93925069506589,0.105291668628436,1,1,0,1,"Ellipses"
0.7033400813971,1.6139350550215,1,0,1,1,"Ellipses"
0.85836394439255,0.476040395845411,1,0,2,0,"Ellipses"
0.916235445395843,0.301879587214025,2,0,1,0,"Ellipses"
0.873331071976122,0.289148558423487,1,0,1,1,"Ellipses"
0.947656446404832,0.0678370498511701,2,0,1,0,"Ellipses"
0.961066634597552,0.0197423350801291,2,0,1,0,"Ellipses"
0.890714685913293,0.306137823693098,1,1,1,0,"Ellipses"
0.831909836729425,0.45275167869543,1,0,2,0,"Ellipses"
0.932040950265069,0.135272564308783,0,1,1,1,"Ellipses"
0.927885348368143,0.153840547969795,1,1,0,1,"Ellipses"
0.967747698303792,0.0321240130284225,2,1,0,0,"Ellipses"
0.540451431259918,3.3702922651494,1,0,1,1,"Ellipses"
0.908161114758113,0.235088501025956,0,1,0,2,"Ellipses"
0.933819433655333,0.218093211573137,0,1,2,0,"Ellipses"
0.967689305763842,0.0200532599276345,1,0,1,1,"Ellipses"
0.95252120665043,0.0469961071304606,1,2,0,0,"Ellipses"
0.976836151996621,0.00632145646965948,3,0,0,0,"Ellipses"
0.90942842026228,0.170174549119342,2,0,1,0,"Ellipses"
0.943840696274299,0.0953687035132001,1,2,0,0,"Ellipses"
0.902212099661759,0.350886226596158,1,0,1,1,"Ellipses"
0.945051094471095,0.0575778227484771,2,0,0,1,"Ellipses"
0.968649247105376,0.0375771339207141,2,0,0,1,"Ellipses"
0.867617830463624,0.492354166486442,1,0,0,2,"Ellipses"
0.952456942290419,0.0428919488960109,1,0,2,0,"Ellipses"
0.942041079045148,0.150231837553182,1,1,0,1,"Ellipses"
0.976348888192268,0.0143918378032891,1,0,0,2,"Ellipses"
0.964441388390274,0.0180346172196734,2,1,0,0,"Ellipses"
0.975394594366003,0.0121992744297922,2,1,0,0,"Ellipses"
0.931374337176551,0.102291976007071,2,0,1,0,"Ellipses"
0.947868738473876,0.198517063661756,2,0,1,0,"Ellipses"
0.941197148379341,0.0861247016948565,0,1,1,1,"Ellipses"
0.953640415757382,0.0335578854519824,2,1,0,0,"Ellipses"
0.936284180464779,0.109597211191018,0,0,1,2,"Ellipses"
0.969557982556966,0.0373423870101657,3,0,0,0,"Ellipses"
0.928563169338098,0.148848426145145,0,1,2,0,"Ellipses"
0.926943957007792,0.269611208933519,0,1,1,1,"Ellipses"
0.953006899166901,0.0513236982561558,2,0,0,1,"Ellipses"
0.911841325905842,0.135090264833497,0,0,2,1,"Ellipses"
0.908700733392702,0.21132360359417,1,2,0,0,"Ellipses"
0.876995678887563,0.460462353412868,1,1,0,1,"Ellipses"
0.938984707292514,0.0743907081370539,2,0,0,1,"Ellipses"
0.965103445896869,0.00895849762565943,2,0,1,0,"Ellipses"
0.974395761394946,0.00805527393545479,2,0,0,1,"Ellipses"
0.914726520749175,0.320785360287188,1,1,0,1,"Ellipses"
0.879566663447024,0.373741990779913,1,0,1,1,"Ellipses"
0.826695458687931,0.636156801937424,1,0,0,2,"Ellipses"
0.962952579763906,0.00856531731822775,3,0,0,0,"Ellipses"
0.93177348263183,0.162272711133492,1,2,0,0,"Ellipses"
